id,in_moc1,in_moc2,in_moc3,in_qe1,in_qe2,in_qe3,in_qe4,in_p1,in_p2,in_p3,in_v1,in_v2,in_v3,in_a1,in_a2,in_a3,in_j1,in_j2,in_j3,in_s1,in_s2,in_s3,in_yaw1,in_yaw2,in_yaw3,in_estop,in_ack,tx_i161,tx_i162,tx_i163,tx_i164,tx_i165,tx_i166,tx_i167,tx_i168,tx_i169,tx_i1610,tx_i1611,tx_i1612,tx_i1613,tx_i1614,tx_i1615,tx_i1616,tx_i1617,tx_i1618,tx_i1619,tx_i1620,tx_i1621,tx_q,tx_flags1,tx_flags2,rx_moc1,rx_moc2,rx_moc3,rx_qe1,rx_qe2,rx_qe3,rx_qe4,rx_p1,rx_p2,rx_p3,rx_v1,rx_v2,rx_v3,rx_a1,rx_a2,rx_a3,rx_j1,rx_j2,rx_j3,rx_s1,rx_s2,rx_s3,rx_yaw1,rx_yaw2,rx_yaw3,rx_estop,rx_ack
rand047,-10.319532085343571,16.261753953644742,-1.5806903849074838,0.40251611973031559,0.011863557807680373,-0.44812403018237695,0.79813838582447472,10.767855617171008,-18.244171749591104,-21.163740623507469,19.365740843885785,-21.744165609574779,18.210022731045274,-1.0568281443735972,-43.330153861844011,8.1920735989674007,-47.709934306076114,-189.61188171957673,-35.973674054498893,-1404.9892230480903,1261.2075481265601,-1934.8250377213587,-1.125522410994459,1.3506233236565541,111.75969444406617,2,1,-16907,26642,-2590,17642,-29890,-32768,31728,-32768,29834,-693,-28396,5369,-7817,-31065,-5894,-23019,20663,-31699,-9220,2213,18310,4063765692,2,1,-10.31952879421369,16.261482589190344,-1.5808587908566545,0.40267724721190867,0.01245393548078068,-0.44834167730810448,0.79792585774458735,10.768150883510849,-18.243964964751122,-20.00061037018952,19.365825373088779,-20.00061037018952,18.209784234138006,-1.0574663533433026,-43.330179754020811,8.1926938688314461,-47.712637714774011,-189.61149937437057,-35.975218970305491,-1405.0111392559588,1261.20792260506,-1934.81246375927,-1.1255226294747764,1.3507492294076358,111.75878170110173,2,1
rand048,-5.4646455398683322,21.30600899795926,14.37880229434885,-0.40138309700506147,0.46928849430580161,0.59107286573284268,-0.51893427902306066,-3.5239292104785842,-15.404162339093913,7.6511188744588665,17.837390769814384,14.204784092367211,3.077692609269111,-27.012158040334835,42.723269459215331,-38.889579866260249,-46.47992210216421,57.645501140259455,166.23769913560639,2047.533254039108,60.196758035180984,-1102.6272714043539,-2.5270889079318462,6.0944532786997936,-197.21780468697915,0,0,-8953,32767,23558,-5773,-25237,12535,29224,23272,5042,-17702,27998,-25486,-7615,9444,27236,32767,986,-18065,-20701,9985,-32311,2381139081,0,0,-5.4646443067720574,20,14.379100924710837,-0.40129347660293302,0.46909823644273896,0.59130252262167593,-0.51891397836586162,-3.523667104098636,-15.403912472914822,7.6509903256324963,17.83745841853084,14.204535050508133,3.0774864955595569,-27.011932737205115,42.72286141544847,-38.889736625263225,-46.479689931943724,57.6433606982635,166.2404248176519,2000,60.182500686666465,-1102.6337473677786,-2.5270546586504716,6.0945463423566393,-197.21671193578905,0,0
rand049,-20.61074277893896,15.08709503376342,-10.922215897940271,-0.11293549944741095,-0.12944482793502926,0.75297381112348483,0.635232279758837,2.2554454204325007,-18.146603031596364,-12.507759037721874,18.616150279988059,21.822378264593212,2.6508473618864148,-50.077627198424601,32.257798218421492,18.649496285268309,182.46453636331157,-38.046805431744538,158.04196356083591,1999.4326035454428,-540.50887224506482,-1485.5382422592895,1.0886874640340483,-16.669837107735184,-6.3778716976826111,1,1,-32768,24718,-17894,3695,-29730,-20492,30500,32767,4343,-32768,21140,12222,29894,-6233,25893,32758,-8855,-24338,8918,-27311,-1045,2598800331,1,1,-20.00061037018952,15.087130344553971,-10.921964171269876,-0.11346918993600175,-0.13007443724370932,0.75285387686288496,0.63515070951981467,2.2553178502761924,-18.14630573442793,-12.507705923642689,18.616290780358288,20,2.6508377330851163,-50.0015259254738,32.258064516129032,18.649861140781884,182.464064455092,-38.044373912778099,158.04315317239906,1999.4506668294321,-540.48280281991026,-1485.5189672536394,1.0886562700277718,-16.669820245979185,-6.3783684804834131,1,1
rand050,-2.9175948190483023,-13.329290347636006,-0.51277563977488594,0.26118284234207617,0.39370709752104499,-0.23311390583285405,0.84996244101431917,-20.954440910252348,-7.2987383688660854,9.4371342932484445,-14.683746634129111,-6.6128773243270622,-10.760588293679939,-20.982476123913862,-11.715866776204987,-47.871114311719829,90.394958880452577,216.35836287353706,-174.85576653759477,1576.992495126,145.96685341226922,-135.77542857573647,3.806369812453914,-4.09811960201346,192.17012210221293,2,0,-4780,-21838,-840,-32768,-11958,15461,-24057,-10834,-17630,-13751,-7678,-31372,14810,32767,-28647,25837,2391,-2224,31181,-6714,31484,3957093720,2,0,-2.9175695059053317,-13.329264198736533,-0.5127109591967528,0.26153264509639429,0.39437462355805486,-0.23247346230790603,0.84972079012161439,-20.00061037018952,-7.2988067262794889,9.4369335001678518,-14.683675649281289,-6.612750633259072,-10.76082644123661,-20.98300119022187,-11.716055787835321,-47.871333964049192,90.395825067903687,200,-174.85274819177832,1577.0134586626789,145.93951231421858,-135.74633014923552,3.806390575884274,-4.0980254524369029,192.16895046845912,2,0
rand051,12.904235152941123,-13.137908581465274,12.700732165523217,-0.39252389360687684,-0.13950761329813763,-0.89109679267388842,-0.18002534506525394,11.824288997697753,-21.146574127373455,-5.4387978481787416,-17.050356095386299,-8.1319963824116481,-9.1260761896480993,28.227182184264265,-53.452773768734005,-22.169066668791274,41.921848115219426,132.06791923802248,-61.755777264099436,1629.8566963359208,-1570.8374479768268,1264.7457672262349,-2.6157454644997977,-19.691919719892958,76.672795263617047,0,1,21142,-21524,20808,19372,-32768,-8911,-27934,-13323,-14952,18498,-32768,-14528,6868,21637,-10118,26703,-25736,20721,-21428,-32262,12562,2982778498,0,1,12.904446546830652,-13.137607959227271,12.700582903530991,0.39299085294907921,0.13976083150653873,0.8908785679958191,0.17989017916683203,11.824091311380352,-20.00061037018952,-5.4390087588122196,-17.05008087405011,-8.1319620349742117,-9.1262550737022003,28.226569414349804,-50.0015259254738,-22.168645283364359,41.920224616229746,132.06579790643025,-61.757255775627918,1629.8715170751061,-1570.8487197485274,1264.7480697042756,-2.6158024842066712,-19.69176305429243,76.674703207495341,0,1
rand052,15.856058799111072,14.945825809311561,-11.015364110769099,0.36090957115767702,0.097520695490939377,-0.31480339218620496,0.8724292634166988,-13.15083189564414,-5.2005051642822018,14.504192608051342,11.02532452212383,-16.003258687662274,3.7525118734118923,10.043169866721362,-10.581149683547586,53.332289038520017,-48.777881244689382,-103.52412138721384,199.03858142452026,-1617.6612840257328,1307.9458235277491,-1214.2363919529212,0.73680753729157356,20.271695400497805,-153.24561304182222,1,0,25978,24486,-18047,-21546,-8520,23763,18063,-26219,6148,6582,-6934,32767,-7992,-16961,32609,-26503,21429,-19893,6036,32767,-25107,4032370973,1,0,15.856196783349102,14.945524460585345,-11.015350810266426,0.36116412894263972,0.096863942628294175,-0.31411592823746826,0.8726448488423687,-13.151036103396709,-5.2003540147099212,14.504226813562425,11.025116733298745,-16.003295999023408,3.7525559251686147,10.043641468550677,-10.580767235328226,50,-48.780785546433911,-103.52488784447768,199.03561510055849,-1617.6641132847071,1307.9622791222876,-1214.2094180120243,0.73683889278847625,20,-153.24564348277229,1,0
rand053,-17.960254089962238,5.5990261659595433,-19.667416595873494,-0.82912868529810868,-0.16202157309985551,0.17066221426590886,-0.50711837048950925,-15.180470096130845,13.968587609601769,1.6896158384170472,-10.511472078494691,5.8288518879494502,4.9497061549831791,18.354807173847487,13.270926914539652,29.118656388187759,-197.52634512109427,-157.58090826304993,-8.3581650388282682,-1912.6186354175279,1861.8746833704633,-1716.1611179211989,-1.4528617286489964,19.809934673159866,83.656263508093858,2,1,-29425,9173,-32222,-24871,22885,2768,-17221,9550,8109,12029,8697,19083,-32362,-25817,-1369,-31335,30504,-28117,-11901,32456,13706,659953518,2,1,-17.960142826624349,5.5989257484664448,-19.667348246711629,0.82964866693742556,0.16190116125014883,-0.17020378490400262,0.50646004288508095,-15.180516983550524,13.968321787163914,1.6895046845912045,-10.511185033722953,5.8290353099154641,4.9494918668172243,18.355357524338512,13.270973845637378,29.119235816522721,-197.52800073244424,-157.57927182836391,-8.3559678945280318,-1912.594988860744,1861.8732261116368,-1716.1778618732262,-1.4528031250953704,19.810174871059296,83.657338175603499,2,1
rand054,13.406797428716338,19.593431530609372,-7.4889767050962295,-0.13513335883028746,-0.37242164424133078,-0.23011255721070864,-0.88886967843760811,3.2631588334077679,-16.899344242327935,5.477023838168261,-12.834005944974773,5.3241753461117405,-11.04936056384847,8.4163178868079047,40.322537028199037,-37.298459754847329,115.3763408662864,12.515235388433336,-156.83396505654957,470.77976498527516,-305.22625940435393,-1756.2957391331595,3.2532842882325799,-11.932423648192685,-152.52318813118205,0,0,21965,32101,-12270,5346,-27687,8973,-21027,8723,-18103,5516,26425,-24443,18903,2050,-25695,7713,-5001,-28774,26650,-19549,-24989,3861657254,0,0,13.406781212805567,19.593493453779718,-7.4892422254097113,0.13560951967961185,0.37223429381444478,0.22970592108995477,0.88898080884625519,3.2630390331736199,-16.899319437238685,5.4768517105624559,-12.834253975035859,5.3242591631824698,-11.049531540879544,8.4170049134800262,40.322580645161288,-37.298196356089967,115.37827692495499,12.512588885158848,-156.83462019714958,470.77852717673267,-305.24613177892394,-1756.2791833246865,3.2532731101413006,-11.932126834925382,-152.52540665913878,0,0
rand055,-6.0256525928531381,-13.510213556264686,13.955332521669144,0.0084945632910954725,-0.056959018359531231,0.82612542726646443,0.56053571790369761,-0.56378942254165132,9.2699389674509618,19.620157111364549,5.0055742558593304,-15.825597223138114,-6.2972455868576995,36.563326655858582,-30.647454065848997,50.506517336211253,-45.346796720561322,-120.25868147204017,-29.745839168285535,-1133.0306888410375,-2035.8251642003618,-1523.0665167832651,1.0889063879375538,4.2816688395881313,-21.636216906151727,1,1,-9872,-22134,22864,-924,15187,32145,8201,-25928,-10317,23961,-20085,32767,-7429,-19703,-4873,-18563,-32768,-24953,8920,7015,-3545,2691129237,1,1,-6.0255745109408858,-13.509933774834437,13.955504013183996,0.0083026236538537874,-0.056734594968000873,0.82621651008158714,0.56042709663513057,-0.56398205511642807,9.2696920682393866,19.620349742118595,5.0056459242530593,-15.825678273873104,-6.2971892452772611,36.562700277718434,-30.64821314127018,50,-45.344401379436626,-120.26123844111454,-29.743339335306864,-1133.0301828058718,-2000.061037018952,-1523.0567339091158,1.0889004181035797,4.2817468794824061,-21.637623218482009,1,1
rand056,16.716975097279448,-0.30666682467471329,-12.88866217239625,-0.38332127248166736,0.4306806604127838,-0.39825925148306918,0.71342031048855703,9.3103804197049005,21.7348950121469,17.853462577019421,18.717031559542132,16.878535494818497,-6.3033265008230615,7.6231221066177026,14.01249706612907,-20.682838702916474,-169.49100686683852,98.317586387584711,45.831172079562897,-2071.7935875705239,1985.9115649918294,-865.86465480696279,0.89124246750340763,5.7250323315469105,-217.1539395578292,2,0,27388,-502,-21116,15254,32767,29250,30665,27653,-10327,4996,9183,-13554,-27769,16108,7509,-32768,32536,-14186,7301,9380,-32768,3468483808,2,0,16.716818750572223,-0.30640583513901182,-12.888576921903134,-0.38330445868624979,0.43035265939142126,-0.39852593538498177,0.71347835239164603,9.3105868709372235,20,17.853328043458358,18.717001861629079,16.878566850795007,-6.3032929471724604,7.6235236671040987,14.01257362590411,-20.682393871883296,-169.49369792779319,98.31843012787256,45.832697531052581,-2000.061037018952,1985.9004486220892,-865.87115085299229,0.89126255073702199,5.7252723776970731,-200.0061037018952,2,0
rand057,-4.4168654272888777,-15.997809785673851,-20.38327705855896,-0.59598892870737774,-0.34365045065959243,-0.21791641132411432,-0.69225284563901268,-18.603644175464304,-8.9030030353832483,-20.47898404422989,17.077833048287083,19.431088866844654,15.036943464955868,10.176799595955464,1.0397940389291804,-6.9266905443925584,187.95043345913001,98.529097458158958,-122.74201808288234,472.46621986790853,1699.5267899937535,759.25945433868026,0.37151450037058376,10.754889272777252,72.473504256045402,0,1,-7236,-26210,-32768,-30479,-14586,-32768,27979,31835,24636,6669,681,-4539,30793,16143,-20109,7741,27844,12439,3043,17620,11874,4210811549,0,1,-4.4166386913663134,-15.997802667317728,-20.00061037018952,0.59640513246849702,0.34317511102595649,0.21725198560917408,0.6923390324735621,-18.603473006378369,-8.9028595843379001,-20.00061037018952,17.07754753257851,19.431134983367411,15.037079989013337,10.176396984771264,1.0391552476577044,-6.9261757255775631,187.95129245887631,98.532059694204534,-122.7393414105655,472.48756370738852,1699.5147556993315,759.23947874385817,0.37147129734183781,10.75472273934141,72.475356303598133,0,1
rand058,6.1822827224491554,5.4687839743885593,-17.611325326662701,0.3355160625655122,0.34302148903235485,-0.8217698258736601,0.30734277786558745,12.049126820011914,-1.6534692343431052,-0.36281431809120734,6.644717790656264,8.804508097731377,-6.392730241148648,-46.339707573731346,-12.771735489498566,-16.010218659021429,-137.06330884025547,-189.48035593720044,88.956261898350874,-9.1479510239309558,-825.96124141977805,-1822.7191043894941,-3.0998008456731498,6.2431164753018731,-143.50878778609004,1,0,10129,8960,-28854,19741,-2709,-594,10886,14425,-10474,-30368,-8370,-10492,-22456,-31044,14574,-150,-13532,-29863,-25393,10228,-23512,2430869794,1,0,6.1824396496475114,5.4689168980986969,-17.61162144840846,-0.33487248737210279,-0.34317511102595655,0.82202263798916242,-0.30719707519259015,12.049317911313212,-1.653492843409528,-0.36255989257484666,6.644489883114109,8.8045899838251902,-6.3930173650318922,-46.339304788354134,-12.771996215704824,-16.010010071108127,-137.06472975859859,-189.48332163457135,88.955351420636617,-9.1555528427991568,-825.95294045838796,-1822.7484969634083,-3.0998260444959866,6.2428662984099859,-143.51023895992921,1,0
rand059,-15.023281215420845,21.331008209201727,14.775670640390334,-0.31392463253947628,-0.24192274345971257,-0.88869091240930465,-0.23054972019718106,-6.185383138498425,8.3170903664443063,-11.727954058627789,21.725063532479432,21.389385338642214,5.4759544520752748,-1.6404041714825413,-11.08090479096907,-47.025797536874109,-192.325553527024,82.653357349773742,-193.37679532312495,315.52595834808625,-66.391005458002311,-1983.8139770410748,-3.2677480783263961,3.0572113916398131,-7.4318209666041612,2,1,-24613,32767,24208,-10134,13626,-19214,32767,32767,8972,-1075,-7262,-30818,-31510,13542,-31682,5169,-1088,-32502,-26769,5009,-1218,2923085479,2,1,-15.023041474654377,20,14.7758415478988,0.31411592823746831,0.24215985657073547,0.88841844976545148,0.23108969169893043,-6.185491500595111,8.3169042023987547,-11.727652821436202,20,20,5.476241340372936,-1.6403698843348491,-11.08127079073458,-47.025971251564073,-192.3276467177343,82.656331064790791,-193.3774834437086,315.50035096285899,-66.408276619769893,-1983.8251899777215,-3.2677999206518753,3.0573442793053989,-7.4343089083529161,2,1
rand060,-20.426683942272234,18.923094891106967,20.769829017603588,-0.20329430074434651,0.17509243844175001,-0.96067935164585461,0.071479008154068963,17.425371123730745,4.4655956301501654,-18.035193740996657,-12.141164226906064,-9.7496037974047169,4.0135622271071547,17.395961476306713,18.141835482060483,-39.658776579279206,169.80831263175367,195.44325888615205,-120.2100954506728,476.97828399598092,954.05819810623609,2047.7860525808844,2.1606061908980032,10.096576189926074,195.91274665389685,0,0,-32768,31003,32767,28549,7316,-29548,-19891,-15973,6576,11400,11889,-25990,27821,32020,-19695,7815,15631,32767,17699,16542,32097,2838889932,0,0,-20.00061037018952,18.923306985686818,20,0.20341427951941779,-0.17573886733990518,0.96050028898692974,-0.071956071666732832,17.425458540604875,4.4654683065279093,-18.0352183599353,-12.140873439741203,-9.7494430372020631,4.0137943662831503,17.395550401318399,18.14172795800653,-39.658803064058354,169.81109042634358,195.44053468428601,-120.21240882595293,477.00430310983609,954.06964323862428,2000,2.1605883968626971,10.096743675038912,195.91051973021638,0,0
rand061,0.58302806318740252,-8.0223891491759147,-8.304683585719701,-0.63680837724616457,-0.5041305624733815,-0.47042316992232214,0.34500653305352452,3.705153226698068,-19.940224865687494,-4.9895897304230941,-8.229871115072374,4.7308181602671056,-5.5868316419595185,-4.819198220426629,37.337128820852897,25.49454449690576,-93.033156045029898,26.524479022625528,-83.349150376708351,-1180.4407384502199,-1443.2166928422253,1724.2395645589031,-4.1289348258051595,-0.46220605369002099,-118.09693822528769,1,1,955,-13143,-13606,6070,-32669,-8175,-13483,7751,-9153,-3158,24469,16708,-15242,4346,-13656,-19340,-23645,28249,-32768,-757,-19348,919425287,1,1,0.58290353099154635,-8.0220954008606213,-8.3046967986083562,0.63735368665395176,0.50369250166712976,0.47048200705171456,-0.34455888163493215,3.7049470503860591,-19.940183721427047,-4.9897762993255412,-8.2296212652974035,4.7309793389690844,-5.5867183446760462,-4.8188726462599565,37.337870418408762,25.495162816248055,-93.03262428662984,26.526688436536759,-83.352153080843536,-1180.4559465315715,-1443.2203131199071,1724.2347483748895,-4.000122074037904,-0.46205023346659752,-118.09442426831873,1,1
rand062,9.2421305297727816,-9.1182716933079071,-9.1147375102363046,0.28690936182442772,0.6271438818291093,0.67046957656154238,-0.27357652766127771,-11.367706882096245,-0.4232081823322722,-18.931537840540251,12.134054224659288,-1.5509619635569889,-21.141293760912657,-47.095092593551193,-17.739025805685237,45.196454469244955,-155.20798283922164,178.09821713525352,129.18365322681723,118.92489780003643,-2110.0800578834737,-1725.8699807084063,-4.3323816193185642,2.1935312419101671,-18.69148075298726,2,0,15142,-14939,-14933,-18624,-693,-31016,19880,-2541,-32768,-30863,-11625,29619,-25428,29179,21165,1948,-32768,-28276,-32768,3594,-3062,2902398266,2,0,9.2422254097109899,-9.1183202612384413,-9.1146580401013217,0.28644051605795562,0.62684808586596086,0.67077914522610216,-0.27398658057717495,-11.367534409619434,-0.42298654133732111,-18.931241798150577,12.134159367656483,-1.5509506515701774,-20.00061037018952,-47.094637897885065,-17.738883632923368,45.196386608478043,-155.20493179113132,178.09991760002441,129.18485061189611,118.90011291848506,-2000.061037018952,-1725.8827478865933,-4.000122074037904,2.193670461134678,-18.689535203100682,2,0
rand063,-18.269060302913356,11.160168903860042,-6.7737932489355899,-0.51017735767796435,-0.74303042303029976,0.016088227172803674,-0.43285797106046286,-7.8443600893951686,-12.203182711025217,14.122740479154205,-15.316767850389661,-1.8744491767361136,4.0016964559380686,0.22238904365705303,44.666801810238965,41.128446292724007,-21.60807633716847,-25.593516934736797,217.5252040244323,1100.2774196563321,380.81937897638085,-1447.7540832929867,3.5544344537236596,-4.0036308695940424,-162.64748186368391,0,1,-29931,18284,-11098,-12852,-19993,23138,-25094,-3071,6556,146,29272,26953,-3540,-4193,32767,18026,6239,-23719,29117,-6559,-26647,1998050105,0,1,-18.268990142521439,11.160008545182654,-6.773888363292337,0.51061135471200791,0.74256797804989871,-0.016605247307707575,0.43312020060937251,-7.8444776757103183,-12.203131199072237,14.122745445112461,-15.316629535813471,-1.8744468520157476,4.0015869624927518,0.2227851191747795,44.666890469069493,41.12826929532762,-21.607104709006013,-25.592822046571246,200,1100.2533036286509,380.80996124149294,-1447.7370525223548,3.5544297616504408,-4.0034180730613116,-162.64534440137945,0,1
rand064,21.692593001907145,-6.7183134547128214,0.46723467526384477,-0.59911703189425003,-0.55737909084709136,0.4103285365562368,-0.4025143764740719,18.342608329482434,20.146806374149062,-2.4697811083562513,8.9908649320421965,-7.4396100051457843,0.72013171730775216,1.516328900166245,36.669950575374827,6.338140907175827,-208.31414396719049,204.90820369449156,178.21153987582102,2130.2176762735426,1323.2058246773843,610.43380672771707,3.3389312292029403,-6.4704904024914232,89.910852712646886,1,0,32767,-11007,765,30052,32767,-4046,14730,-12189,1180,994,24031,4154,-32768,32767,29197,32767,21679,10001,27352,-10601,14731,959668003,1,0,20,-6.7183446760460219,0.46693319498275704,0.59829959098508045,0.55765955541717938,-0.41097987086576243,0.40267724721190867,18.342844935453353,20,-2.4695577867976928,8.9907528916287731,-7.4398022400585955,0.7202368236335337,1.5167699209570604,36.669515060884429,6.338694418164617,-200.0061037018952,200,178.209784234138,2000,1323.2215338602862,610.43122653889588,3.338969084749901,-6.4705343791009247,89.91363261818293,1,0
rand065,-18.511698937795408,9.8373113335528792,21.145119288858567,0.75613996996676647,-0.55978379009223433,0.1024985695041374,0.32309208813933599,7.7941188125516234,-15.417971650576629,14.123236164606801,-11.935231679878004,-19.242443692645004,-8.5880396465679461,-51.477473362868793,48.808987841568097,-31.961123902514842,-59.989388950459158,195.398103909534,-208.7094514906567,975.3173070550373,1529.8887478080101,634.42950443814982,4.0488729195744462,0.40698421730382295,160.8550264827177,2,1,-30329,16117,32767,12769,-25260,23139,-19554,-31526,-14070,-32768,31986,-20945,-9828,32013,-32768,15979,25065,10394,32767,667,26354,112798441,2,1,-18.511917477950377,9.8373363444929343,20,0.75596440816967225,-0.56042709663513057,0.10239902506419669,0.32241855189132207,7.7938169499801626,-15.417950987273782,14.123355815301981,-11.935178685872982,-19.24253059480575,-8.5879085665456092,-50.0015259254738,48.808252204962308,-31.960509048738061,-59.987182226020082,195.39780877101961,-200.0061037018952,975.31052583391829,1529.8928800317392,634.41877498702968,4,0.40711691640980252,160.85695974608601,2,1
rand066,15.243391740999598,14.656432886157013,-15.523113122080288,-0.65527667019960834,-0.09257502957175269,0.52016958329219243,-0.53987586907503982,-19.252170633747575,17.613043922423604,-20.045158627533922,15.586770886136831,-7.4220483986302392,17.882908084837876,27.094532761246509,42.927871455047459,-27.234606048419614,150.4912318872961,193.10876409173255,-97.100967719555172,-1648.7931138573372,1526.4748744237515,-1958.0295665956958,1.3320276794387875,4.9125937624971918,103.27212814030217,0,0,24974,24012,-25432,-31542,28856,-32768,25537,-12160,29298,17756,28132,-17848,24656,31638,-15909,-27013,25009,-32079,10912,8049,16920,607265670,0,0,15.243385113071078,14.656208990752891,-15.522934659871211,0.65532460006895232,0.092712630801367282,-0.52029774897483727,0.53967053750049609,-19.252296517838069,17.6128421887875,-20.00061037018952,15.587023529770805,-7.4221015045625176,17.882625812555315,27.094332712790308,42.927335428937653,-27.234717856379895,150.49287392803734,193.10892056031983,-97.103793450727864,-1648.7929929502243,1526.4748069704276,-1958.0065309610279,1.3320719016083253,4.9128696554460278,103.27463606677451,0,0
rand067,21.558793970813984,-6.2240320413119861,5.5050976155059494,-0.73809344508959773,0.59051094086229328,0.11484419285791501,0.30549256358299826,8.0751743799809166,14.143527579755997,17.932553553205896,-13.58660524690681,6.7705087180738657,13.797368441260144,43.925805667189941,-1.9510468316741636,43.101233384246434,216.1893211704531,-4.8465036489693025,-162.39461741662703,-1729.9439597275,756.97741364084879,-1145.3138112206761,1.633371120665934,18.753254889187943,54.170949845386815,1,1,32767,-10197,9019,13230,23172,29380,-22260,11092,22605,28786,-1279,28246,32767,-794,-26606,-28343,12402,-18764,13380,30724,8875,89568547,1,1,20,-6.2239448225348672,5.5049287392803734,0.73767174554010306,-0.59087005003259452,-0.11485296054497739,-0.3058133045836145,8.0751976073488567,14.143498031556138,17.932676168095949,-13.586840418713949,6.7702261421552175,13.797418134098331,43.925290688802761,-1.9516586809900205,43.101290932950832,200,-4.8463393047883541,-162.39509262367625,-1729.9722281563768,756.98110904263433,-1145.2986236152226,1.6333506271553697,18.753013702810755,54.170354319895019,1,1
rand068,-11.708898114730749,-7.6833012518396302,-11.51206253910475,0.092321566465208532,0.80825268900168645,-0.30337135362574708,-0.49615535962663465,-12.255904185902175,-13.062655171185067,-8.7903186136657645,19.119582106145241,11.418043632857168,18.77760925982437,26.853162468712128,-47.901159683633189,-20.978549145653524,-25.635995727207156,-38.070176213356973,-61.809231862705794,533.64113393048717,1287.9447249400039,-147.12454688571742,0.15127988131730152,-21.50229359794465,-150.43569375451378,2,0,-19183,-12588,-18861,-20079,-21401,-14402,31325,18707,30764,17598,-31392,-13748,-4200,-6237,-10127,8743,21101,-2410,1239,-32768,-24647,1681167513,2,0,-11.708731345561082,-7.6833399456770533,-11.512192144535661,0.092712630801367296,0.80795023078810224,-0.30304576336566325,-0.4967736486222516,-12.255623035370952,-13.062532425916318,-8.7905514694662319,19.119846186712241,11.41819513534959,18.777428510391552,26.85323648792993,-47.901852473525196,-20.978423413800471,-25.635547959837641,-38.068788720358896,-61.812189092684712,533.64665669728686,1287.9421369060335,-147.09921567430646,0.15124973296304209,-20.00061037018952,-150.43794061098055,2,0
rand069,-2.210775541993677,-1.5492297377628379,12.220458609055875,0.2894407840940198,0.57484220127687802,0.57722058524318265,-0.50259016316051175,-7.9964887443383974,-14.132031965870919,-4.8617465774072333,20.529439082668375,11.847153034777053,-1.8410370940094971,11.978017380511179,-50.164800280571207,-16.842979687196507,-191.29706493586693,85.111730131649225,131.10235466074371,1556.0310889005209,-2137.8534150110686,53.096444030253842,2.6525686105594319,19.794763840981322,56.827675771199509,0,1,-3622,-2538,20021,-13101,-23153,-7965,32767,19410,-3016,7850,-32768,-11038,-31341,13944,21479,25493,-32768,870,21729,32431,9310,2904456341,0,1,-2.2107608264412364,-1.5491195410016174,12.220221564378797,0.28920805727590687,0.57426480272488689,0.57815618535201152,-0.5023087310581541,-7.9964598529007844,-14.13190099795526,-4.8615985595263531,20,11.847285378582111,-1.8408764915921507,11.978514969328899,-50.0015259254738,-16.843165379802851,-191.29612109744559,85.110019226660967,131.10141300698874,1556.0167241431927,-2000.061037018952,53.102206488235112,2.6525467696157721,19.794915616321298,56.82546464430677,0,1
rand070,17.359238495480529,-14.516720957089689,-11.89617566206134,-0.60330941249928072,-0.063610076262725426,0.68882717024887685,-0.39684838479518575,-11.640799339301068,0.007261619293987831,14.961633598769556,-1.6586166542831822,15.140599516806638,0.1338315517974471,-44.625443079671847,25.815103661699755,36.293949757672031,117.49202992658184,-62.916755337610624,-14.968061297001928,-2133.751565509287,-489.1097310505171,-2047.7519531921027,2.384059157349808,-21.379391836375618,27.638549062198308,1,0,28441,-23783,-19490,-19072,12,24512,-2717,24806,219,-29245,16918,23785,19249,-10308,-2452,-32768,-8013,-32768,19530,-32768,4528,2227652833,1,0,17.359538560136723,-14.516434217352824,-11.896114993743705,-0.60332398551337518,-0.063653448012879033,0.68864105891048644,-0.39714216477600611,-11.640980254524369,0.0073244422742393261,14.961394085512863,-1.6583758049256874,15.140842921231727,0.13367107150486771,-44.625690481276891,25.815607165746027,36.29413739432966,117.49015778069399,-62.916959135715814,-14.966277047029022,-2000.061037018952,-489.08963286233103,-2000.061037018952,2.3841059602649008,-20.00061037018952,27.637562181463057,1,0
rand071,2.6431119470988156,-21.486053836052754,-3.4625381220959528,0.96233203760296715,-0.22527057464087871,0.10465576906807975,-0.11053229213518777,-20.378370795139851,-8.3507656897788234,-7.2079245912650123,5.471838748179791,6.5307462616559953,4.8215982940219906,44.419968882039115,26.236654417728868,2.201528861581151,-65.024949564850616,-150.48622333977372,-80.021637818593447,-841.99516724386092,1746.3446885619458,656.76371504990254,-3.5205410811642115,13.298699591089488,35.515181653537084,2,1,4330,-32768,-5673,-32768,-13681,-11809,8965,10700,7899,29110,17194,1443,-10653,-24655,-13110,-13795,28611,10760,-28839,21788,5819,366555568,2,1,2.6429029206213568,-20.00061037018952,-3.4626300851466416,0.96219034320020635,-0.22555460926302789,0.10516656628214797,-0.11070164871805051,-20.00061037018952,-8.3504745628223525,-7.2078615680410172,5.4719687490462965,6.5309610278633992,4.8213141270180362,44.419690542313916,26.236762596514787,2.2019104586931975,-65.022736289559617,-150.48677022614214,-80.019531846064638,-842.00567644276248,1746.3301492355113,656.75832392345956,-3.520493179113132,13.298745689260537,35.517441328165532,2,1
